Starting Listening.
start freq: 1950
end freq: 2050
bandwidth: 30
center_freq_khz: 2000
span_khz: 100
0	2.54268e+06
1	2.52113e+06
2	2.47326e+06
3	2.40011e+06
4	2.30325e+06
5	2.18473e+06
6	2.04706e+06
7	1.89314e+06
8	1.72622e+06
9	1.54981e+06
10	1.36763e+06
11	1.18355e+06
12	1.00149e+06
13	825347
14	658952
15	505962
16	369810
17	253635
18	160224
19	91959
20	50771.2
21	38105.1
22	54889
23	101515
24	177832
25	283138
26	416196
27	575251
28	758052
29	961893
30	1.18365e+06
31	1.41985e+06
32	1.6667e+06
33	1.92016e+06
34	2.17604e+06
35	2.43002e+06
36	2.67777e+06
37	2.915e+06
38	3.13754e+06
39	3.3414e+06
40	3.52289e+06
41	3.67864e+06
42	3.80567e+06
43	3.90149e+06
44	3.9641e+06
45	3.99205e+06
46	3.98452e+06
47	3.94127e+06
48	3.86273e+06
49	3.74995e+06
50	3.60464e+06
51	3.42911e+06
52	3.2263e+06
53	2.99968e+06
54	2.75324e+06
55	2.49144e+06
56	2.2191e+06
57	1.94136e+06
58	1.66358e+06
59	1.39126e+06
60	1.12993e+06
61	885067
62	661966
63	465674
64	300871
65	171776
66	82056.4
67	34748.9
68	32181.2
69	75909.7
70	166668
71	304328
72	487878
73	715414
74	984149
75	1.29043e+06
76	1.62981e+06
77	1.99705e+06
78	2.38625e+06
79	2.7909e+06
80	3.20403e+06
81	3.61826e+06
82	4.02598e+06
83	4.41947e+06
84	4.79105e+06
85	5.1332e+06
86	5.43876e+06
87	5.70104e+06
88	5.91398e+06
89	6.07229e+06
90	6.17162e+06
91	6.20859e+06
92	6.18103e+06
93	6.08795e+06
94	5.92972e+06
95	5.70806e+06
96	5.42611e+06
97	5.08847e+06
98	4.70116e+06
99	4.27161e+06
Starting Listening.
start freq: 2150
end freq: 2250
bandwidth: 30
center_freq_khz: 2200
span_khz: 100
0	864814
1	859919
2	848140
3	829670
4	804806
5	773946
6	737582
7	696293
8	650735
9	601633
10	549769
11	495972
12	441105
13	386049
14	331698
15	278936
16	228632
17	181623
18	138700
19	100601
20	67994.2
21	41471.3
22	21535.2
23	8592.27
24	2945.13
25	4786.07
26	14192.5
27	31123.3
28	55417.7
29	86794.3
30	124854
31	169080
32	218849
33	273430
34	332001
35	393652
36	457402
37	522211
38	586992
39	650635
40	712015
41	770019
42	823559
43	871598
44	913162
45	947372
46	973450
47	990749
48	998766
49	997157
50	985755
51	964580
52	933846
53	893975
54	845588
55	789516
56	726789
57	658626
58	586428
59	511756
60	436312
61	361913
62	290463
63	223920
64	164261
65	113446
66	73374.4
67	45849.1
68	32531.8
69	34903.2
70	54223.6
71	91494.4
72	147424
73	222395
74	316442
75	429223
76	560011
77	707684
78	870722
79	1.04722e+06
80	1.23488e+06
81	1.43109e+06
82	1.63288e+06
83	1.83701e+06
84	2.04003e+06
85	2.2383e+06
86	2.42805e+06
87	2.60549e+06
88	2.76685e+06
89	2.90848e+06
90	3.02691e+06
91	3.11895e+06
92	3.18178e+06
93	3.21301e+06
94	3.21081e+06
95	3.17393e+06
96	3.10182e+06
97	2.99469e+06
98	2.85355e+06
99	2.68029e+06
Starting Listening.
start freq: 2350
end freq: 2450
bandwidth: 30
center_freq_khz: 2400
span_khz: 100
0	178.42
1	2504.52
2	11027.4
3	25522.9
4	45615.8
5	70788.7
6	100395
7	133677
8	169779
9	207777
10	246695
11	285531
12	323285
13	358982
14	391696
15	420578
16	444875
17	463950
18	477304
19	484583
20	485599
21	480328
22	468919
23	451692
24	429132
25	401882
26	370728
27	336584
28	300470
29	263491
30	226812
31	191626
32	159132
33	130498
34	106837
35	89175.7
36	78427.9
37	75367.6
38	80606.8
39	94575.7
40	117507
41	149424
42	190134
43	239225
44	296070
45	359835
46	429493
47	503839
48	581517
49	661047
50	740852
51	819299
52	894730
53	965503
54	1.03003e+06
55	1.08684e+06
56	1.13455e+06
57	1.172e+06
58	1.19822e+06
59	1.21246e+06
60	1.21425e+06
61	1.20342e+06
62	1.18008e+06
63	1.14468e+06
64	1.09796e+06
65	1.04099e+06
66	975127
67	902026
68	823587
69	741936
70	659382
71	578375
72	501447
73	431168
74	370080
75	320640
76	285158
77	265739
78	264220
79	282117
80	320573
81	380312
82	461602
83	564222
84	687444
85	830021
86	990187
87	1.16567e+06
88	1.35371e+06
89	1.5511e+06
90	1.75423e+06
91	1.95917e+06
92	2.16169e+06
93	2.35739e+06
94	2.54175e+06
95	2.71028e+06
96	2.85856e+06
97	2.9824e+06
98	3.07795e+06
99	3.14177e+06
Starting Listening.
start freq: 2550
end freq: 2650
bandwidth: 30
center_freq_khz: 2600
span_khz: 100
0	4.68779e+06
1	4.6671e+06
2	4.60462e+06
3	4.50149e+06
4	4.35955e+06
5	4.18139e+06
6	3.97022e+06
7	3.72989e+06
8	3.46476e+06
9	3.17966e+06
10	2.87978e+06
11	2.5706e+06
12	2.25776e+06
13	1.94699e+06
14	1.64396e+06
15	1.35424e+06
16	1.08314e+06
17	835642
18	616310
19	429185
20	277726
21	164738
22	92322.9
23	61832.9
24	73847.6
25	128158
26	223770
27	358916
28	531086
29	737072
30	973022
31	1.23451e+06
32	1.51662e+06
33	1.81401e+06
34	2.12106e+06
35	2.43191e+06
36	2.74063e+06
37	3.04128e+06
38	3.32805e+06
39	3.59536e+06
40	3.83798e+06
41	4.05111e+06
42	4.23049e+06
43	4.37246e+06
44	4.47409e+06
45	4.53318e+06
46	4.54834e+06
47	4.51904e+06
48	4.44559e+06
49	4.32919e+06
50	4.1719e+06
51	3.97659e+06
52	3.74695e+06
53	3.48739e+06
54	3.20298e+06
55	2.89938e+06
56	2.58274e+06
57	2.25958e+06
58	1.9367e+06
59	1.62101e+06
60	1.31949e+06
61	1.03897e+06
62	786059
63	567004
64	387559
65	252879
66	167405
67	134773
68	157723
69	238032
70	376458
71	572698
72	825371
73	1.13202e+06
74	1.4891e+06
75	1.89208e+06
76	2.33541e+06
77	2.81266e+06
78	3.3166e+06
79	3.83929e+06
80	4.3722e+06
81	4.90637e+06
82	5.43255e+06
83	5.94136e+06
84	6.42344e+06
85	6.86964e+06
86	7.2712e+06
87	7.61987e+06
88	7.90816e+06
89	8.12943e+06
90	8.2781e+06
91	8.34976e+06
92	8.34131e+06
93	8.25106e+06
94	8.07886e+06
95	7.82615e+06
96	7.496e+06
97	7.09317e+06
98	6.6241e+06
99	6.0969e+06
Starting Listening.
start freq: 2750
end freq: 2850
bandwidth: 30
center_freq_khz: 2800
span_khz: 100
0	1006.62
1	928.927
2	1395.53
3	2379.92
4	3833.19
5	5686.34
6	7853.62
7	10236.6
8	12729
9	15221.7
10	17608.5
11	19791.9
12	21688.5
13	23234.4
14	24389.8
15	25143.9
16	25517.2
17	25564.8
18	25376.9
19	25079.4
20	24832.1
21	24826.8
22	25282.6
23	26441.9
24	28563.2
25	31914.6
26	36765.4
27	43377.5
28	51996.3
29	62841
30	76095.9
31	91900.8
32	110343
33	131451
